scenario,density,density_veh_km_lane,weather,hazard_type,seed,topology_split,hazard_split,weather_split,risk_est_precision,risk_est_recall,risk_est_f1,risk_peak_corr,n_at_risk_oracle,n_at_risk_causal,oracle_horizon_s,backend
rural_highway,1.0,1.0,clear,waterlogging,8,train,held_out,train,0.9285714285714286,1.0,0.962962962962963,0.9109579851381062,13,14,226.35532333438687,fallback
rural_highway,1.0,1.0,clear,waterlogging,9,train,held_out,train,0.8461538461538461,1.0,0.9166666666666666,0.7683719583354403,11,13,226.35532333438687,fallback
rural_highway,1.0,1.0,clear,black_ice,0,train,held_out,train,0.9230769230769231,1.0,0.9600000000000001,0.8994219403260789,12,13,226.35532333438687,fallback
rural_highway,1.0,1.0,clear,black_ice,1,train,held_out,train,0.875,1.0,0.9333333333333333,0.824730419901231,14,16,226.35532333438687,fallback
rural_highway,1.0,1.0,clear,black_ice,2,train,held_out,train,0.875,1.0,0.9333333333333333,0.7973387719218628,14,16,226.35532333438687,fallback
rural_highway,1.0,1.0,clear,black_ice,3,train,held_out,train,0.9285714285714286,1.0,0.962962962962963,0.8937510329717673,13,14,226.35532333438687,fallback
rural_highway,1.0,1.0,clear,black_ice,4,train,held_out,train,0.8333333333333334,1.0,0.9090909090909091,0.8328079054295876,10,12,226.35532333438687,fallback
rural_highway,1.0,1.0,clear,black_ice,5,train,held_out,train,0.8181818181818182,1.0,0.9,0.8188928525078691,9,11,226.35532333438687,fallback
rural_highway,1.0,1.0,clear,black_ice,6,train,held_out,train,0.9285714285714286,1.0,0.962962962962963,0.8925336581664199,13,14,226.35532333438687,fallback
rural_highway,1.0,1.0,clear,black_ice,7,train,held_out,train,0.9230769230769231,1.0,0.9600000000000001,0.8924265022546312,12,13,226.35532333438687,fallback
rural_highway,1.0,1.0,clear,black_ice,8,train,held_out,train,0.9285714285714286,1.0,0.962962962962963,0.9118568812504839,13,14,226.35532333438687,fallback
rural_highway,1.0,1.0,clear,black_ice,9,train,held_out,train,0.8461538461538461,1.0,0.9166666666666666,0.7704156011366489,11,13,226.35532333438687,fallback
rural_highway,1.0,1.0,heavy_rain,fog_bank,0,train,train,train,0.9,1.0,0.9473684210526316,0.884722674487879,9,10,226.35532333438687,fallback
